url,name,ingredients,energy_value_all,protein_value_all,fat_value_all,carb_value_all,energy_value_portion,protein_value_portion,fat_value_portion,carb_value_portion,energy_value_100g,protein_value_100g,fat_value_100g,carb_value_100g,portion_count,instruction
https://www.povarenok.ru/recipes/show/181237/,Булочки-кролики с яблочным пюре,"{'Вода': '0.5 стак.', 'Мука пшеничная': '350 г', 'Мука кукурузная': '25 г', 'Дрожжи': '0.5 ч. л.', 'Тыква': '200 г', 'Яблоко': '1 кг', 'Стружка кокосовая': 'по вкусу', 'Цедра апельсина': '1 ч. л.', 'Ванилин': '1 пакет.', 'Масло кокосовое': 'по вкусу'}",1819.9,41,9.3,396.7,,,,,106.4,2.4,0.5,23.2,,"['1. Готовим опару из воды, части муки (пшеничная и кукурузная) и дрожжей. Неплотно закрываем крышкой и оставляем в теплом месте.', '2. Моем и режем яблоки на четвертинки. Очищаем от семян и запекаем при 150С в течении 25 мин (вторая полка сверху и нагрев снизу). Предварительно не разогреваем духовку. После окончания запекания выключаем нагрев и даем им немного остыть и подсохнуть в духовке.', '3. Моем и чистим от семян тыкву. Можно ее либо запечь до готовности, либо сварить. Запекала в стеклянной форме с добавлением небольшого количества воды, закрыв алюминиевой фольгой при 150С в течении 25 минут (вторая полка сверху и нагрев снизу). Предварительно не разогреваем духовку (может быть теплой после предыдущего использования). Оставляем тыкву после приготовления в духовке еще на 30-40 минут.', '4. Делаем пюре из тыквы с помощью блендера или вилкой.', '5. Очищаем яблоки от кожицы. Крошим на небольшие кусочки. Добавляем цедру апельсина и ванилин. Делаем пюре с помощью блендера. \r\n6. Смазываем стеклянную форму кокосовым маслом и выкладываем яблочное пюре.\r\n7. Запекаем яблочное пюре при 60С 30-50 минут (вторая полка сверху и нагрев снизу). Предварительно не разогреваем духовку (может быть теплой после предыдущего использования). Оставляем пюре после приготовления в духовке еще на 30-50 минут.', '8. Опара ""подошла"".', '8. Добавляем тыквенное пюре в опару и замешиваем тесто, добавив муки. Оставляем в теплом месте на 1-1.5 часа.', '9. Тесто подошло', '10. Густое яблочное пюре готово.', '11. Тесто нарезаем на небольшие колобки и раскатываем небольшие лепешки. С размерами ориентируйтесь на свои формочки.\r\n12. Около 1 чайной ложки начинки на булочку достаточно. Сверху посыпается 1-2 чайными ложками кокосовой стружки.\r\n13. Защипывая края теста, формируем прямоугольники будущих ""кроликов"".', '14. Выкладываем булочки в формочки швом кверху, чтобы ""ушки"" будущих кроликов были более ровные. Оставляем на 20-30 минут в теплом месте. Разогреваем духовку до 150С.', '15. Чтобы ""кролики"" хорошо и ровно сидели на тарелке, их нужно перевернуть. Для этого берется разделочная доска, на которую ставится форма с булочками. Металлический противень для запекания покрывается пергаментом, на котором будут выпекаться булочки. Затем противень с пергаментом устанавливается поверх формы с булочками и вся конструкция переворачивается.\r\n16. Не вынимая булочки из формочек, ставим их запекаться при 150С в течении 20-25 минут (вторая полка сверху и нагрев снизу). Те, кто хочет более ""зажаристые"" булочки - может по истечении времени вынуть булочки из формы и обмазать желтком и еще запечь 3-5 минут при нагреве только сверху.', 'Приятного аппетита!']"
https://www.povarenok.ru/recipes/show/181313/,Пирог с фиговым джемом и орехами,"{'Тесто слоеное бездрожжевое': '200 г', 'Джем': '150 г', 'Орехи грецкие': '150 г'}",2270,35.4,142.2,214.1,567.5,8.9,35.6,53.5,454,7.1,28.4,42.8,4.0,"['Раскатываем слоёное тесто. Размазываем фиговый джем по всей площади теста.', 'Добавить измельченные грецкие орехи', 'Разрезать тесто на квадратики.', 'Нанизать квадратики друг на друга, поставив их поперек.', 'Отправьте в духовку на 25 минут \r\nпри 180С. Приятного аппетита.']"
https://www.povarenok.ru/recipes/show/181252/,Пшенная каша в горшочках,"{'Пшено': '4 ст. л.', 'Молоко': '300 мл', 'Сахар': '2 ч. л.', 'Соль': 'по вкусу', 'Масло сливочное': '30 г'}",584.8,14.6,27.8,69.6,,,,,149.9,3.7,7.1,17.8,,"['Несколько раз промыть пшено под холодной водой.', 'Затем слить воду и выложить пшено в горшочек.', 'Залить пшено в горшочке молоком. Добавить сахар и соль, все перемешать. По желанию можно добавить изюм, курагу или чернослив.', 'Поставить горшочек с пшеном и молоком в духовку, крышкой не накрывать. Готовить при t 180-190C примерно 40мин.', 'Затем вытащить горшочек из духовки и добавить в него сливочное масло. Снова поставить в духовку и готовить до образования на каше корочки золотистого оттенка. Когда появится корочка, накрыть горшочек крышкой, выключить духовку и дать постоять еще 10мин.', 'Приятного аппетита!']"
https://www.povarenok.ru/recipes/show/181349/,Мусс из лосося со шпинатом,"{'Лосось': '300 г', 'Яйцо куриное': '3 шт', 'Хлопья овсяные': '3 ст. л.', 'Сметана': '2..3 ст. л.', 'Шпинат': '200 г', 'Паприка сладкая': '1 ч. л.', 'Перец черный': 'по вкусу', 'Соль': 'по вкусу', 'Масло растительное': 'Масло растительное', 'Укроп': 'Укроп'}",1086.9,94.7,60.8,35.2,135.9,11.8,7.6,4.4,132.5,11.5,7.4,4.3,8.0,"['Подготовьте пароварку: наполните резервуар для воды до отметки максимального уровня. Установите на место поддон для капель. В контейнер для специй положите веточку укропа.', 'В чашу № 1 положите филе лосося (у меня стейк). Накройте крышкой. Включите пароварку, выберите время приготовления 6 минут. Нажмите кнопку пуска. *Это я делаю для того, чтобы лучше отделилось филе лосося от костей и кожи.', 'По окончании приготовления прозвучит звуковой сигнал. Выключите пароварку, откройте крышку. Переложите филе лосося на тарелку, дайте чуть остыть, уберите кожу и разберите на кусочки, вынимая косточки.', 'А пока отмерьте хлопья, измельчите в блендере или кофемолке.', 'Шпинат соедините в чаше блендера с двумя яйцами, солью и перцем, добавьте 2 ст. л. хлопьев.', 'Измельчите до однородности.', 'Филе лосося соедините с яйцом, сметаной, солью, перцем, оставшимися хлопьями и паприкой в другой чаше блендера.', 'Измельчите до однородности.', 'Обе массы по очереди выложите в небольшие формы, смазанные растительным маслом, слоями, пока они не закончатся.', 'У меня 2 небольших контейнера.', 'В один контейнер я начинала раскладывать массу из лосося, а в другой - из шпината. Посмотрим, какой мусс понравится больше.', 'В одной форме меня получилось три слоя, в другой четыре.', 'Формы поместите в чашу пароварки №3. Включите пароварку, нажмите кнопку режима Chef Program и кнопку приготовления рыбы. Выберите время приготовления 20 минут.', 'В этой модели пароварки я готовила по одному контейнеру за раз. По окончании приготовления прозвучит звуковой сигнал. Выньте формы из пароварки, дайте остыть, затем охладите.', 'Перед подачей аккуратно выньте мусс из прямоугольной формы, вложите на тарелку, украсьте свежей зеленью.', 'Нарежьте порционно и подавайте.', 'Вот такой аппетитный разрез получился, тут три слоя.', 'А так выглядит мусс из круглой формы, тут 4 слоя.']"
https://www.povarenok.ru/recipes/show/181298/,"Кекс ""Творожный""","{'Творог': '200 г', 'Яйцо куриное': '3 шт', 'Разрыхлитель теста': '10 г', 'Ванильный сахар': '10 г', 'Сахар': '180 г', 'Масло сливочное': '180 г', 'Мука пшеничная': '250 г', 'Соль': '1 щепот.', 'Сахарная пудра': 'по вкусу'}",3436.2,81.7,173.6,388.2,,,,,343.6,8.2,17.4,38.8,,"['Приготовление теста для кекса начнем с подготовки творога. Если творожное зерно крупного размера, его следует протереть через металлическое сито или слегка измельчить при помощи погружного блендера.\r\nВ миску добавить муку (общее количество), добавить разрыхлитель (10 г), ванильный сахар (10 г), соль (1 щеп.), яйца (3 шт.), творог (200 г)', 'Далее добавить сахар (180 г) и мягкое сливочное масло (180 г). Смесь хорошо взбить. Форму для выпекания смазать сливочным маслом, присыпать мукой. Сделать ""французскую рубашку"". Выложить подготовленное тесто в форму, разровнять. Посредине лопаткой сделать продольную неглубокую линию, во избежание слишком высокого подъема центральной части кекса. Отправить форму с тестом в разогретую до 180С духовку. Выпекать примерно 50 мин. Готовность проверить на сухую лучину.', 'Готовый кекс остудить, по желанию посыпать сахарной пудрой.\n\r\nПриятного чаепития!']"
https://www.povarenok.ru/recipes/show/181250/,Капуста по-домашнему,"{'Капуста савойская': '500 г', 'Перец болгарский': '100 г', 'Лук репчатый': '1 шт', 'Морковь': '1 шт', 'Майонез': 'по вкусу', 'Кислота лимонная': 'Кислота лимонная', 'Соль': 'по вкусу', 'Зелень': 'по вкусу'}",250.4,9.4,0.6,49.1,,,,,32.9,1.2,0.1,6.5,,"['Свежую капусту нарезать тонкой соломкой.', 'Репчатый лук нарезать полукольцами, морковь - соломкой.', 'Маринованный перец также нарезать соломкой.', 'Заправить салат лимонной кислотой, солью, майонезом и перемешать.', 'Салат выложить в салатник в форме пирамиды и украсить зеленью. Приятного аппетита!']"
https://www.povarenok.ru/recipes/show/181282/,Салат из зелёной чечевицы,"{'Чечевица': '200 г', 'Креветки': '500 г', 'Зелень': '1 упак.', 'Масло оливковое': '1 ст. л.', 'Сок лимонный': '1/2 шт', 'Перец белый': '1/3 ч. л.'}",1357,146.8,33.6,115.4,,,,,167.5,18.1,4.1,14.2,,"['Чечевицу промыть. Залить холодной водой в отношении 1:3. Довести до кипения, затем огонь убавить до среднего и варить до готовности под крышкой. Остудить.', 'Отварить креветки: опустить их в кипящую воду, не размораживая. Довести до кипения, проварить минуты 3. Воду слить, креветки остудить, очистить.', 'Зелень промыть, обсушить.', 'Креветки поперчить, сбрызнуть соком лимона.', 'Перемешать креветки, чечевицу и зелень. Заправить салат оливковым маслом.', 'Готовьте с удовольствием!']"
https://www.povarenok.ru/recipes/show/181260/,Суп рыбный с перловой крупой,"{'Вода': '3 л', 'Скумбрия': '1 шт', 'Лук репчатый': '1 шт', 'Морковь': '1 шт', 'Картофель': '1 шт', 'Коренья': '1 ч. л.', 'Масло растительное': 'по вкусу', 'Лист лавровый': '1 шт', 'Перец душистый': '3 шт', 'Соль': 'по вкусу', 'Крупа перловая': '100 г'}",1590.5,140.1,64.4,114,,,,,38.9,3.4,1.6,2.8,,"['Перловую крупу обжарить на сковороде.', 'Затем залить кипятком и варить до готовности.', 'Лук, морковь и картофель вымыть и очистить.', 'Морковь натереть на терке, лук мелко покрошить.', 'Картофель нарезать небольшими кубиками.', 'Рыбу разделать, промыть и нарезать кусочками.', 'На хорошо разогретой сковороде спассеровать на растительном масле овощи и коренья.', 'Затем овощи вынуть и здесь же обжарить кусочки рыбы по 2 - 3мин с каждой стороны.', 'Рыбу, картошку, обжарку и перловку (вместе с жидкостью) переложить в кастрюлю, посолить, залить кипятком и варить до готовности, затем добавить лавровый лист и душистый перец, прокипятить 5мин и выключить.', '*', '*', 'Приятного аппетита!']"
https://www.povarenok.ru/recipes/show/181305/,Огуречный салат с фетой,"{'Огурец': '2 шт', 'Фета': '100 г', 'Орехи кешью': '1 горст.', 'Сок лимонный': 'по вкусу', 'Масло растительное': 'по вкусу', 'Перец черный': 'по вкусу', 'Соль': 'по вкусу', 'Петрушка': 'по вкусу'}",408.4,19.4,29.1,17.5,204.2,9.7,14.6,8.8,110.4,5.2,7.9,4.7,2.0,"['Кешью слегка обжарьте на сухой сковороде. Огурцы нарежьте соломкой.', 'Добавьте сыр фета, нарезанный небольшими кубиками.', 'Перемешайте.', 'Разложите салат по тарелкам, добавьте кешью, сбрызните маслом и лимонным соком. Посолите, поперчите по вкусу.', 'Украсьте петрушкой и подавайте.']"
https://www.povarenok.ru/recipes/show/181269/,Творожные булочки без муки,"{'Творог': '250 г', 'Яйцо куриное': '1 шт', 'Псиллиум': '40 г', 'Вода': '100 мл', 'Разрыхлитель теста': '8 г', 'Соль': '1 щепот.', 'Приправа': 'по вкусу'}",494.6,76.6,11.8,30.7,55,8.5,1.3,3.4,107.5,16.7,2.6,6.7,9.0,"['Тесто готовится очень быстро, поэтому сразу включить духовку для разогрева.', 'Смешать творог с я яйцом и приправами, я делаю это ложкой.', 'Добавить 100 мл воды, хорошо вымешать до однородности. Добавить псиллиум и разрыхлитель теста, перемешать.', 'Тесто получается достаточно густое, но не крошится.', 'Сформовать булочки мокрыми руками, набирая тесто ст. ложкой. У меня получилось 9 небольших колобков, можно сделать штук шесть.', 'Выпекать при температуре 150 © в течение 45-50 минут, вот такие румяные получаются.', 'Обязательно остудить булочки, даже после остывания они очень нежные и воздушные.']"
https://www.povarenok.ru/recipes/show/181285/,Курица в горчично-медовом соусе,"{'Курица': '1.5 кг', 'Горчица': '80 г', 'Мед': '100 г', 'Масло подсолнечное': '1 ст. л.', 'Розмарин': '2 веточ.', 'Соль': 'по вкусу', 'Перец черный': 'по вкусу'}",2395.6,266.3,81.8,149.7,,,,,139.3,15.5,4.8,8.7,,"['Курицу помыть и разделать на порционные кусочки, натереть солью со всех сторон и выложить в форму, смазанную маслом, шкуркой вверх.', '*', 'Венчиком взбить горчицу, мёд и масло до однородной консистенции, посолить и поперчить.', '*', 'Мясо полить получившимся соусом. Между кусочками мяса разложить веточки розмарина.', 'Форму с курицей поставить в разогретую до 180°C духовку примерно на 45 минут, время от времени поливая образовавшимся соком.', 'Приятного аппетита!']"
https://www.povarenok.ru/recipes/show/181339/,"Уха …, суп рыбный по-ростовски","{'Рыба': '1,5 кг', 'Морковь': '2 шт', 'Лук репчатый': '2 шт', 'Вода': '2,5 л', 'Зелень': '2 пуч.', 'Лист лавровый': '1 шт', 'Перец черный': '1 ч. л.', 'Соль': 'по вкусу', 'Картофель': '5 шт', 'Помидор': '5 шт'}",1717.5,198.3,22.5,184.5,286.3,33.1,3.8,30.8,36.9,4.3,0.5,4,6.0,"['Попался мне тут на рынке сазан. Хороший такой. Крупный. В общем, решил я уху сварить. По типу ростовской. Без излишеств. \r\nСначала про бульон. \r\nЕсть некоторые хитрости, которые стоит применить, чтобы получить чистый, прозрачный, ароматный бульон.\r\nКонечно, оно хорошо было бы сначала ершей, например и т. д. НО! Чего нет, того нет. Поэтому в бульон пошла голова (естественно, обязательно удалить жабры) и прочее – хвосты, плавники и т. д.\r\nА еще для бульона понадобится: морковка, лука репчатого головка, порей еще хорошо, уж очень он с рыбой сочетается. Ну и прочие перцы, лаврушки и …, в общем, кому что нравится. Зелень рекомендую связать в букетик. Пучок сделать.\r\nЛук, морковь можно слегка подпечь. На сухой только сковороде, или противне. Опять же наука утверждает, что при запекании происходит реакция Майяра и в этих продуктах образуются меланоидины. Очень они положительно на вкус влияют. Утверждается, что именно они создают вкус жареных и запеченных продуктов.', 'Соотношение воды и рыбной составляющей. На 1 кг рыбного воды надо взять 1,2 … максимум 1,5 литра.\r\nНа сильном нагреве довести до кипения. \r\nНе солить! Наука утверждает, что соль приведет к омылению (?) жиров, что повлияет на вкус в сторону ухудшения.\r\nКак закипит, снять пену. Тщательно. И убавить нагрев до минимума. \r\nКак только пена перестает выделяться, добавил в бульон все приготовленное овощное.\r\nЛюбой бульон: мясной ли, рыбный ли, или вообще, например, овощной ВАРИТЬ не надо! Только томить, Допуская редкое, ленивое такое, взбулькивание.\r\nКакое-то время еще будет выделяться пена. Ее удалять, конечно. Ведь пена это что? Свернувшийся белок. А белок в таком виде не добавит бульону ни вида, ни вкуса.\r\nИ, повторюсь, я бульон НЕ ВАРЮ! А томлю. Для рыбы достаточно минут 40-45.\r\nВнимание! Крышкой кастрюлю с бульоном не накрываю. Чтобы избежать помутнения, значит, бульона.', 'Процедить бульон надо обязательно! Тщательно причем.', 'Пока готовился бульон.\r\nСамого сазана нарезал крупными кусками. Слегка присолил и убрал в холодильник. \r\nВ отличии от аутентичного «ростовского» рецепта пяток картофелин почистил и порезал некрупно, так чтобы в ложку умещалось. Морковку и головку лука небольшую. Морковку – кружочками, лук – пёрышками.\r\nКастрюлю снова на плиту, довел бульон за закипания. Убавил нагрев. И отправил в кастрюлю картошку, морковку, лук. Присолил слегка.\r\nИ как только картошка будет почти готова в кастрюлю отправился сазан.', 'Теперь про помидоры. Если нету хороших таких, настоящих помидоров, то и затеваться не стоит. \r\nКак приготовить помидоры для закладки в кастрюлю – дело вкуса. Можно просто крупно нарезать. Можно ошпарить и очистить. Я делал и так и этак.', 'Лично мне больше понравился вариант «просто крупно нарезать».\r\nИ минут через пяток после рыбы в кастрюлю их отправил.\r\nЯ почему на помидорах подробнее остановился? Без них этот суп, или уха – как будет угодно, никакого смысла не имеет.', 'Я готовил суп еще минут семь где-то. Почему «готовил»? Подчеркну еще раз – я не «варил» этот суп. А исключительно методом «томления» действовал. Впрочем, как и всегда, когда готовлю, что называется, «первое».\r\nИ в этот момент сбалансировал на соль-сахар, перец и прочая.', 'Ну вот. \r\nПриперчить можно, зелени рубленой насыпать и прочее…. Это кто как любит.\r\nИ еще замечу. В процессе приготовления, не увлекайтесь травами всякими, приправами и специями. Не надо. \r\nСуп получился наваристый, ароматный. А если рюмочку перед тем, как…, употребить, то точно вам говорю – в тарелке окажется уха!']"
https://www.povarenok.ru/recipes/show/181244/,Жареный картофель с овощным рагу,"{'Картофель': '2 шт', 'Чеснок': '4 зуб.', 'Тимьян': '2..3 веточ.', 'Сельдерей черешковый': '1 шт', 'Морковь': '1 шт', 'Помидор': '1 шт', 'Горошек зеленый': '50 г', 'Вино белое сухое': '50 мл', 'Томатная паста': '1 ч. л.', 'Масло растительное': '50 мл', 'Перец черный': 'по вкусу', 'Соль': 'по вкусу'}",955.6,22.5,43,119.9,238.9,5.6,10.8,30,79,1.9,3.6,9.9,4.0,"['Картофель хорошо вымойте со щеткой, нарежьте кружочками, толщиной около 3-5 мм. Разогрейте половину растительного масла, очистите чеснок, разрежьте вдоль на 2 половинки и обжарьте 1-2 минуты до румяности. Выложите в миску.', 'В том же масле обжарьте картофель с двух сторон до румяной корочки (лучше выкладывайте в один слой), накройте крышкой, потушите до мягкости.', 'Выложите на подогретое блюдо, посолите, поперчите.', 'Нарежьте морковь и сельдерей маленькими кубиками.', 'В сковороду добавить оставшееся масло, выложите 2-3 веточки тимьяна, обжарьте 1-2 минуты, добавьте нарезанный сельдерей, продолжая обжаривать.', 'Через 2 минуты добавьте морковь, перемешайте, выньте веточки тимьяна.', 'Помидор очистите от кожицы, нарежьте кубиками, добавьте к остальным овощам, перемешайте.', 'Затем влейте томатную пасту, смешанную со столовой ложкой воды, перемешайте, тушите 3 минуты.', 'Затем влейте вино, увеличьте огонь, дайте выпариться спирту, посолите, поперчите.', 'Добавьте зеленый горошек (можно не размораживать). Перемешайте, тушите на среднем огне ещё 3-4 минуты.', 'Картофель разложите по тарелкам, сверху выложите овощное рагу, украсьте веточками тимьяна.', 'Подавайте к столу!']"
https://www.povarenok.ru/recipes/show/181348/,Куриные спиральки,"{'Филе куриное': '800 г', 'Уксус': '100 мл', 'Сахар': '50 г', 'Кетчуп': '200 г', 'Соевый соус': '2 ст. л.', 'Крахмал': '1 ч. л.', 'Сок лимонный': '1 ч. л.', 'Соль': 'по вкусу', 'Перец черный': 'по вкусу'}",1334.9,189.9,11.6,109.9,,,,,110.3,15.7,1,9.1,,"['Приготовить кисло-сладкий соус. Для этого проварить уксус с сахаром до полного растворения. Ввести кетчуп, соевый соус, лимонный сок, крахмал и перемешать до однородности.', 'Проварить соус до загустения, убрать с плиты и остудить до комнатной температуры.', 'Куриное филе нарезать тонкими полосками вдоль. Натереть их солью и черным молотым перцем.', 'Опустить куриное мясо в соус и дать настояться в холодильнике 1,5-2ч.', 'После этого наколоть ломтики мяса на шпажки в виде гармошки, уложить шпажки на форму и сверху смазать остатками соуса.', 'Запекать куриные спиральки 20мин в духовке, заранее разогретой до 200С.', 'Приятного аппетита!']"
https://www.povarenok.ru/recipes/show/181213/,Фунчоза с курицей и овощами,"{'Грудка куриная': '1 шт', 'Фунчоза': '200 г', 'Помидор': '2 шт', 'Перец болгарский': '2 шт', 'Чеснок': '2 зуб.', 'Базилик': '1 ч. л.', 'Масло растительное': 'по вкусу', 'Соль': 'по вкусу', 'Перец черный': 'по вкусу', 'Соевый соус': '30 мл', 'Уксус': '2 ст. л.'}",1179.3,80.9,7.5,210.2,,,,,111.3,7.6,0.7,19.8,,"['Куриную грудку помыть и нарезать полосками, толщиной 0,7см.', 'Помыть помидоры и перец.', 'Помидоры нарезать полукружьями.', 'Перец нарезать полукольцами.', 'Чеснок почистить и мелко покрошить.', 'В глубокой сковороде разогреть растительное масло, добавить рисовый уксус, соевый соус, чеснок и базилик. Обжаривать все до тех пор, пока чеснок не станет коричневатым.', 'Далее, в сковороду выложить помидоры и перец. Обжарить все до готовности овощей.', 'Затем овощную смесь переложить из сковороды в отдельную миску.', 'В сковороду, где обжаривали овощи, выложить кусочки курицы, поперчить и досолить по вкусу, обжаривать до готовности пока не выкипит жидкость. В конце жарки добавить отложенные овощи, обжарить еще минут 5 и выключить. Переложить все в отдельную посуду.', 'Фунчозу положить в кастрюлю, залить 1,5л кипящей воды и оставить на 7 - 10мин, чтобы она дошла до готовности, периодически помешивая ее. Фунчоза готова, если она полностью пропиталась, стала прозрачной и однородной, но при этом осталась эластичной.', 'Откинуть фунчозу на дуршлаг и промыть холодной водой.', 'Затем дать воде стечь. За раз готовьте столько фунчозы, сколько вы съедите сразу. Когда она постоит, она уже будет уже не такой вкусной.', 'Затем порцию фунчозы переложить в сковороду, добавить часть обжаренного мяса с овощами, хорошо перемешать и обжарить на сильном огне 3 - 5мин.', 'Приятного аппетита!']"
https://www.povarenok.ru/recipes/show/181277/,Белковое печенье с молочным шоколадом,"{'Белок яичный': '4 шт', 'Сахар': '120 г', 'Мука пшеничная': '30 г', 'Шоколад молочный': 'по вкусу', 'Миндаль': 'по вкусу'}",624.2,13.9,0.4,142.1,,,,,249.7,5.6,0.2,56.8,,"['В миску добавить яичные белки (4 шт.), добавить сахар (120 гр.) Поставить миску на водяную баню и прогревать до полного растворения сахара при постоянном помешивании. Слишком долго держать не следует, как только сахар растворился, сразу миску с белками снять с огня.', 'Взбить белки в крепкую пену.', 'В емкость добавить молочный шоколад (в рецепте использовались молочные капли), поставить емкость в миску с горячей водой до полного растворения шоколада. Шоколадную массу размешать.', 'В белковую массу вести муку (30 гр.), смесь размешать, далее ввести жидкий шоколад. Смесь размешать.', 'Далее при помощи кондитерского мешка с насадкой выложить массу на противень, застеленный пергаментом или силиконовым ковриком. Если у вас нет кондитерской насадки, массу можно выложить при помощи ложки. Сверху печенье посыпать миндалём. Отправить печенье в духовку, разогретую до t100С. Выпекать в течение 2х-2,5 час. Готовое печенье должно иметь подсушенную основу и хорошо сниматься с пергамента, не оставляя влажных следов.', 'Приятного чаепития!']"
https://www.povarenok.ru/recipes/show/181270/,Куриный суп с нутом и сыром,"{'Курица': '350 г', 'Нут': '1/2 стак.', 'Сельдерей черешковый': '1 шт', 'Морковь': '1 шт', 'Лук репчатый': '1 шт', 'Картофель': '2 шт', 'Вода': '2 л', 'Соль': 'по вкусу', 'Перец черный': 'по вкусу', 'Пряности': 'по вкусу', 'Сыр сливочный': '50 г', 'Перец болгарский': '1/2 шт', 'Масло топленое': '2 ст. л.', 'Чеснок': '2 зуб.'}",2118.6,127.6,81.3,226.4,,,,,56.8,3.4,2.2,6.1,,"['Нут (1/2 стакана) замочить на 4-5 час., можно на ночь. Далее нут отваривать в отдельной емкости в течение 40-60 мин. В кастрюлю добавить холодную воду (2 л.), добавить мясо курицы (350 гр.) В рецепте использовалась часть куриной грудки. Кастрюлю поставить на средний огонь, довести до кипения, снять образовавшуюся пенку и варить в течение 30 мин.', 'Болгарский перец и морковь нарезать брусочками.', 'Нарезать лук полукольцами, стебель сельдерея - кубиками, чеснок нашинковать не крупными кусочками.', 'В сковороду добавить топленое сливочное масло (2 ст. ложки), выложить подготовленные для пассеровки овощи. Пассеровать овощи до мягкости.', 'Отваренный до готовнорсти нут откинуть на друшлаг.', 'Нарезать кубиками картофель (1 шт.),', 'Второй картофель натереть на терке. Готовое куриное мясо вынуть из кастрюли, нарезать порционными кубиками/кусочками, затем вернуть в кастрюлю, добавить нарезанный кубиками картофель, нут, пряную сушеную зелень, черный молотый перец, лавровый лист и соль. Варить картофель до полуготовности, затем добавить натертый картофель и пассерованные овощи. Довести суп до полной готовности картофеля.', 'В миску добавить кусочки сливочного сыра для соусов, добавить немного бульона (1-2 ст. ложки)', 'При помощи блендерной ножки измельчить сыр в гомогенную массу. Ввести сырную массу в суп. Дать еще раз закипеть и снять суп с огня.', 'Суп готов.', 'Приятного аппетита!']"
https://www.povarenok.ru/recipes/show/181268/,Котлеты из савойской капусты,"{'Капуста савойская': '500 г', 'Молоко': '100 мл', 'Яйцо куриное': '1 шт', 'Крупа манная': '2 ст. л.', 'Соль': 'по вкусу', 'Сухари панировочные': 'по вкусу', 'Масло сливочное': 'по вкусу'}",441.7,22.1,7.9,72,,,,,62.2,3.1,1.1,10.1,,"['Капусту тонко нашинковать.', 'Сложить ее в кастрюлю, залить молоком и тушить 15мин, помешивая время от времени.', 'Добавить манку, перемешать и тушить еще 5мин.', 'Остудить.', 'Добавить яйцо.', 'Посолить и перемешать.', 'Сформировать котлеты.', 'И обвалять их в сухарях.', 'Обжарить котлетки с обеих сторон на сливочном масле до появления румяной корочки. Подавать со сметаной.', '*', 'Приятного аппетита!']"
https://www.povarenok.ru/recipes/show/181366/,Овощной гарнир с брокколи и кукурузой,"{'Морковь': '1 шт', 'Лук репчатый': '2 шт', 'Перец сладкий красный': '1 шт', 'Фасоль стручковая': '200 г', 'Брокколи': '200 г', 'Кукуруза': '4 ст. л.', 'Чеснок': '6 зуб.', 'Петрушка': '5 веточ.', 'Масло растительное': '3 ст. л.', 'Соль': 'Соль', 'Перец черный': 'Перец черный'}",1174.8,37,48,158.4,235,7.4,9.6,31.7,110.8,3.5,4.5,14.9,5.0,"['В хорошо разогретую глубокую сковороду налить растительное масло. Лук нарезать четвертинками, обжарить 3-5 минут. За это время крупными кусочками режем морковь и отправляем к луку. Обжариваем 5-7 минут изредко помешивая. Если начинает подгорать, можно подлить немного воды.', 'Перец нарезать полосками, отправить в сковородку к остальным овощам. Готовим под крышкой на небольшом огне 5-7 минут изредко помешивая.', 'Добавляем к овощам стручковую фасоль. Тушим под крышкой 5 минут.', 'Добавляем брокколи. Перемешиваем и готовим 5 минут.', 'Добавляем в сковороду крупно нарезанный чеснок, кукурузу, мелко нарезанную петрушку. Посолить и поперчить по вкусу. Хорошо перемешать и тушить под крышкой ещё 10-15 минут. Готово.']"
https://www.povarenok.ru/recipes/show/181337/,Картофель с травами в духовке,"{'Картофель': 'по вкусу', 'Чеснок': 'по вкусу', 'Соль': 'по вкусу', 'Масло растительное': 'по вкусу', 'Приправа': 'по вкусу'}",,,,,,,,,,,,,,"['Картофель хорошо помыть губкой.', 'Дать обсохнуть и разрезать пополам.', 'Чеснок очистить и мелко покрошить.', 'Нарезанный картофель посолить, посыпать травами, добавить чеснок, масло.', 'Все перемешать.', 'Форму для запекания смазать растительным маслом, выложить картофель, накрыть фольгой, проколов ее в нескольких местах.', 'Запекать 25-30 мин. в духовке, заранее разогретой до 190-200С, затем снять фольгу и запекать еще 7-10 мин.', 'Готовый картофель по желанию посыпать зеленью и подавать к столу. Приятного аппетита!']"
