url,name,ingredients,instruction
https://www.povarenok.ru/recipes/show/181331/,Гуляш с болгарским перцем,"{'Свинина': '250 г', 'Перец болгарский': '250 г', 'Лук репчатый': '1 шт', 'Чеснок': '1 зуб.', 'Вода': 'по вкусу', 'Соль': 'по вкусу', 'Перец черный': 'по вкусу', 'Приправа': '1 ч. л.', 'Масло растительное': 'по вкусу', 'Мука пшеничная': '1 ст. л.', 'Соус томатный': '2 ст. л.'}","['Мясо нарезать средними кубиками,', 'Перец нарезать средними квадратами или произвольно.', 'Лук нашинковать полукольцами, чеснок мелко покрошить.', 'На растительном масле обжарить до мягкости лук, чеснок и перец.', 'Затем добавить кусочки свинины, специи и обжаривать еще 7-10мин.', 'Далее добавить томатную пасту, все перемешать и обжаривать еще 5мин.', '*', 'Затем влить столько воды, чтобы она вровень покрывала обжарку, все перемешать, накрыть крышкой и тушить 10-15мин.', 'Муку развести в небольшом количестве теплой воды.', 'И, помешивая, влить в гуляш.', 'Довести гуляш до кипения, дать покипеть 5мин и выключить.', 'Приятного аппетита!']"
https://www.povarenok.ru/recipes/show/181196/,Салат на праздничный стол,"{'Семга': '200 г', 'Морковь': '1 шт', 'Картофель': '2 шт', 'Яйцо куриное': '2 шт', 'Лук зеленый': '1 пуч.', 'Укроп': '3 веточ.', 'Сыр сливочный': '170 г', 'Майонез': '2 ст. л.', 'Соль': 'Соль'}","['1. Морковь, картофель отварила до готовности. \r\n2. Яйца отварила, отделяю желтки от белков, желтки тру на мелкой терке, белки режу на дольки.\r\n3. Рыбу нарезаю на пластины.\r\n4. Для крема смешиваю сливочно-творожный сыр с майонезом, перекладываю в кондитерский мешок.\r\n5. Собираю салат: беру полиэтиленовый пакет, разрезаю, выстилаю его на доску, сверху на пакет тру на мелкой терке картофель, примерно шириной в две ладошки ( предварительно отступив по краям ), распределяю и слегка вилкой выравниваю, солю, делаю сеточку из крема. Сверху натираю морковь на мелкой терке, распределяю на одну ладошку, сверху кладу рыбу, делаю сеточку из крема, на рыбу кладу дольки яиц, смазываю кремом, сверху на крем кладу зеленый лук. Крема немного оставляю для украшения.\r\n6. С помощью пакета сворачиваю в рулет и отправляю в холодильник на 1 час.\r\n7. С рулета убираю пленку, нарезаю на порционные кусочки, сверху наношу немного крема, присыпаю мелко натертым желтком и измельченным укропом.']"
https://www.povarenok.ru/recipes/show/181229/,"Салат ""Веселка""","{'Лук красный': '1 шт', 'Перец болгарский': '1 шт', 'Брокколи': '350 г', 'Маслины': '1 бан.', 'Семечки тыквенные': '30 г', 'Масло растительное': '4 ст. л.', 'Горчица': '1 ч. л.', 'Сок лимонный': '1 ч. л.'}","['Лук режем полукольцами, сладкий перец полосками, маслины колечками. Кто умеет лучше резать очень тоненько, ну у меня уж как вышло!', 'Брокколи отвариваем в подсоленной воде 3-4 минуты (если хотите, чтобы брокколи была совсем мягкой то варите подольше, я предпочитаю, чтобы немного хрустела), откидываем на дуршлаг, остужаем и измельчаем.', 'Масло нерафинированное соединяем с горчицей и лимонным соком, взбиваем вилочкой.', 'Все ингредиенты соединяем, добавляем тыквенные семечки, я сегодня не смогла найти в магазине очищенные, поэтому добавила смесь для салата с розовым перцем и фундуком, поливаем заправкой и с аппетитом угощаемся!']"
https://www.povarenok.ru/recipes/show/181219/,Кускус По-австралийски,"{'Лук-шалот': '1 шт', 'Чеснок': '1 зуб.', 'Тмин': '1 ч. л.', 'Кус-кус': '1 стак.', 'Перец болгарский': '1 шт', 'Масло оливковое': '1 ст. л.', 'Цедра лимона': '1 ч. л.', 'Орехи грецкие': '2 ст. л.', 'Кориандр': 'Кориандр', 'Соль': 'Соль', 'Бульон': '200 мл'}","['Нагреть куриный бульон (воду) на среднем огне, добавить мелко нарезанный 1 зуб. чеснока, мелко нарезанный лук, 1 чайную ложку тмина, соль по вкусу (если бульон соленый не добавлять соль) доведите до кипения -не кипятить', 'Добавить кускус, мелко нарезанный болгарский перец, оливковое масло. Накрыть крышкой, снять с огня, оставить на 5-7 минут пока кускус не впитает жидкость и не станет мягким', 'У меня через 7 минут', 'Выложить в салатницу, вилкой взбить кускус, добавить цедру лимона (апельсина ) добавить орехи, приправить солью и черным душистым перцем', 'Можно добавить сверху зеленый лук нарезанный поперек под углом, у меня нарезанная петрушка']"
https://www.povarenok.ru/recipes/show/181290/,Тайский суп,"{'Лук репчатый': '1/2 шт', 'Чеснок': '2 зуб.', 'Помидор': '1 шт', 'Молоко кокосовое': '400 мл', 'Креветки': '150 г', 'Паста карри': '2 ч. л.', 'Шампиньоны': '300 г', 'Лайм': '1 шт', 'Бульон': '1 л', 'Масло оливковое': '1 ст. л.', 'Зелень': '1 пуч.', 'Соль': 'по вкусу', 'Перец черный': 'по вкусу'}","['Разогреть оливковое масло в казане и томить лук 2-3 минуты.', 'Добавить мелко нарезанные чеснок и помидоры. Продолжать томить до мягкости помидоров.', 'Влить бульон, сок лайма и добавить пасту карри. Довести до кипения и варить 4 минуты.', 'Влить кокосовое молоко, добавить шампиньоны. Варить ещё 4 минуты.', 'Выложить в суп креветки. Немедленно выключить плиту и посыпать суп зеленью.']"
https://www.povarenok.ru/recipes/show/181330/,Постный пирог с ягодой,"{'Сахар': '1 ст. л.', 'Вода': '50 г', 'Масло растительное': '20 г', 'Соль': '1 щепот.', 'Мука пшеничная': '3 ст. л.', 'Смородина черная': '140 г', 'Крахмал': '1 ч. л.', 'Ванилин': '1 щепот.'}","['Смешать в чаше сахар, воду, растительное масло, соль. Все хорошо перемешать венчиком до однородной эмульсии.', 'Добавить просеянную муку, замесить быстро тесто.', 'Получилось 450 гр. теста, оно нежное и поддатливое.', 'Размер моей формы 20 х 20 см. Руками распределить тесто по форме, делая толстые бортики. Форму смазать растительным маслом.', 'Для начинки смешать сахар, крахмал ( или муку) и смородину.', 'Из сахара, муки и растительного масла сделать крошку (штрейзель).', 'На тесто высыпать начинку и сверху распределить штрейзель.', 'Выпекать в духовке при t=180 C примерно 30 минут до готовности.', 'P.S. Вот такую форму со съемным дном я использовала.']"
https://www.povarenok.ru/recipes/show/181254/,Шоколадный пирог с апельсиновым кремом,"{'Мука пшеничная': '250 г', 'Какао-порошок': '25 г', 'Разрыхлитель теста': '1 ч. л.', 'Масло сливочное': '100 г', 'Яйцо куриное': '1 шт', 'Сахар': '60 г', 'Соль': 'Соль', 'Молоко': '200 мл', 'Крахмал кукурузный': '30 г', 'Цедра апельсина': '1 ч. л.', 'Сок апельсиновый': '100 мл'}","['1. Смешать яйца, мягкое сливочное масло, сахар и соль. Затем просеять муку, разрыхлитель и какао-порошок. Сформировать шар, накрыть пищевой пленкой и поставить в холодильник минут на 30.\n \n2. В кастрюле смешать яйцо, сахар, крахмал, цедру апельсина. Затем добавить горячее молоко и сок апельсина. На небольшом огне при постоянном помешивании довести смесь до загустения.\n \n3. 2/3 теста раскатать, стараясь достичь диаметра формы (20 см) плюс 2-3 см для формирования бортиков. Выложить тесто в форму, разровнять, сформировать бортики. Затем выложить заварной крем, а из оставшегося теста сделать решетку поверх пирога.\n \n4. Выпекать в предварительно разогретой духовке при 150 °C около 30 минут. Готовый пирог остудить и посыпать сахарной пудрой.\n \nПриятного аппетита!']"
https://www.povarenok.ru/recipes/show/181239/,Иро из тыквы,"{'Тыква': '300 г', 'Картофель': '4 шт', 'Молоко': '150 мл', 'Зелень': '1 пуч.', 'Специи': '1 ч. л.', 'Сырок плавленый': '1 шт', 'Кукуруза': '1 бан.'}","['Отварить картофель с тыквой, слить всю воду и сделать пюре, добавив подогретое молоко или сливки.', 'Готовое пюре посолить-поперчить по вкусу, добавить кукурузу, сыр для супа и соуса (я покупаю ""Карат"" в ""Пятерочке""), порезанный кубиками, кусочек сливочного масла и зелень.', 'Все прогреть несколько минут на маленьком огне, помешивая и подавать, еще раз сверху посыпав зеленью.']"
https://www.povarenok.ru/recipes/show/181313/,Пирог с фиговым джемом и орехами,"{'Тесто слоеное бездрожжевое': '200 г', 'Джем': '150 г', 'Орехи грецкие': '150 г'}","['Раскатываем слоёное тесто. Размазываем фиговый джем по всей площади теста.', 'Добавить измельченные грецкие орехи', 'Разрезать тесто на квадратики.', 'Нанизать квадратики друг на друга, поставив их поперек.', 'Отправьте в духовку на 25 минут \r\nпри 180С. Приятного аппетита.']"
https://www.povarenok.ru/recipes/show/181267/,Закуска из яиц в красном соусе,"{'Яйцо куриное': '8 шт', 'Лук репчатый': '1 шт', 'Масло сливочное': '1 ст. л.', 'Масло растительное': '1 ст. л.', 'Перец сладкий красный': '0,5 шт', 'Томаты протертые': '300 г', 'Сыр полутвердый': '100 г', 'Молоко': '3 ст. л.', 'Чеснок': '1..2 зуб.', 'Орегано': '0,5 ч. л.', 'Шалфей': '0,5 ч. л.', 'Петрушка': 'по вкусу'}","['На смеси растительного и сливочного масел обжарьте нарезанный лук, добавьте красный перец, перемешайте, продолжая обжаривать.', 'Влейте томат, перемешайте. Добавьте орегано и шалфей. Готовьте минут пять на среднем огне, помешивая.', 'Яйца очистите, разрежьте пополам. Аккуратно выньте желтки.', 'Разомните желтки вилкой вместе с молоком. Добавьте половину тертого сыра, измельченный чеснок, посолите, поперчите и перемешайте.', 'Половинки яиц наполните полученной массой и выложите в форму для запекания, смазанную маслом.', 'Залейте яйца красным соусом.', 'Посыпьте оставшимся сыром.', 'Запекайте при 180*С 15 минут.', 'Перед подачей украсьте петрушкой.']"
https://www.povarenok.ru/recipes/show/181286/,Салат из капусты с сыром чечил,"{'Капуста краснокочанная': '400 г', 'Яблоко': '150 г', 'Сыр мягкий': '70 г', 'Соль': 'по вкусу', 'Майонез': '4 ст. л.', 'Чеснок': '2 зуб.', 'Сок лимонный': '15 мл'}","['Капусту тонко нашинковать, немного посолить и помять руками.', '*', '*', 'Яблоки очистить и нарезать соломкой.', 'Сыр разобрать на мелкие волокна.', 'Приготовить заправку: в сметану влить сок лимона. Чеснок очистить и пропустить через пресс, добавить к сметане и перемешать.', '*', 'Соединить все ингредиенты салата, перед подачей заправить соусом и украсить салат сырной паутинкой.', '*', 'Приятного аппетита!']"
https://www.povarenok.ru/recipes/show/181260/,Суп рыбный с перловой крупой,"{'Вода': '3 л', 'Скумбрия': '1 шт', 'Лук репчатый': '1 шт', 'Морковь': '1 шт', 'Картофель': '1 шт', 'Коренья': '1 ч. л.', 'Масло растительное': 'по вкусу', 'Лист лавровый': '1 шт', 'Перец душистый': '3 шт', 'Соль': 'по вкусу', 'Крупа перловая': '100 г'}","['Перловую крупу обжарить на сковороде.', 'Затем залить кипятком и варить до готовности.', 'Лук, морковь и картофель вымыть и очистить.', 'Морковь натереть на терке, лук мелко покрошить.', 'Картофель нарезать небольшими кубиками.', 'Рыбу разделать, промыть и нарезать кусочками.', 'На хорошо разогретой сковороде спассеровать на растительном масле овощи и коренья.', 'Затем овощи вынуть и здесь же обжарить кусочки рыбы по 2 - 3мин с каждой стороны.', 'Рыбу, картошку, обжарку и перловку (вместе с жидкостью) переложить в кастрюлю, посолить, залить кипятком и варить до готовности, затем добавить лавровый лист и душистый перец, прокипятить 5мин и выключить.', '*', '*', 'Приятного аппетита!']"
https://www.povarenok.ru/recipes/show/181237/,Булочки-кролики с яблочным пюре,"{'Вода': '0.5 стак.', 'Мука пшеничная': '350 г', 'Мука кукурузная': '25 г', 'Дрожжи': '0.5 ч. л.', 'Тыква': '200 г', 'Яблоко': '1 кг', 'Стружка кокосовая': 'по вкусу', 'Цедра апельсина': '1 ч. л.', 'Ванилин': '1 пакет.', 'Масло кокосовое': 'по вкусу'}","['1. Готовим опару из воды, части муки (пшеничная и кукурузная) и дрожжей. Неплотно закрываем крышкой и оставляем в теплом месте.', '2. Моем и режем яблоки на четвертинки. Очищаем от семян и запекаем при 150С в течении 25 мин (вторая полка сверху и нагрев снизу). Предварительно не разогреваем духовку. После окончания запекания выключаем нагрев и даем им немного остыть и подсохнуть в духовке.', '3. Моем и чистим от семян тыкву. Можно ее либо запечь до готовности, либо сварить. Запекала в стеклянной форме с добавлением небольшого количества воды, закрыв алюминиевой фольгой при 150С в течении 25 минут (вторая полка сверху и нагрев снизу). Предварительно не разогреваем духовку (может быть теплой после предыдущего использования). Оставляем тыкву после приготовления в духовке еще на 30-40 минут.', '4. Делаем пюре из тыквы с помощью блендера или вилкой.', '5. Очищаем яблоки от кожицы. Крошим на небольшие кусочки. Добавляем цедру апельсина и ванилин. Делаем пюре с помощью блендера. \r\n6. Смазываем стеклянную форму кокосовым маслом и выкладываем яблочное пюре.\r\n7. Запекаем яблочное пюре при 60С 30-50 минут (вторая полка сверху и нагрев снизу). Предварительно не разогреваем духовку (может быть теплой после предыдущего использования). Оставляем пюре после приготовления в духовке еще на 30-50 минут.', '8. Опара ""подошла"".', '8. Добавляем тыквенное пюре в опару и замешиваем тесто, добавив муки. Оставляем в теплом месте на 1-1.5 часа.', '9. Тесто подошло', '10. Густое яблочное пюре готово.', '11. Тесто нарезаем на небольшие колобки и раскатываем небольшие лепешки. С размерами ориентируйтесь на свои формочки.\r\n12. Около 1 чайной ложки начинки на булочку достаточно. Сверху посыпается 1-2 чайными ложками кокосовой стружки.\r\n13. Защипывая края теста, формируем прямоугольники будущих ""кроликов"".', '14. Выкладываем булочки в формочки швом кверху, чтобы ""ушки"" будущих кроликов были более ровные. Оставляем на 20-30 минут в теплом месте. Разогреваем духовку до 150С.', '15. Чтобы ""кролики"" хорошо и ровно сидели на тарелке, их нужно перевернуть. Для этого берется разделочная доска, на которую ставится форма с булочками. Металлический противень для запекания покрывается пергаментом, на котором будут выпекаться булочки. Затем противень с пергаментом устанавливается поверх формы с булочками и вся конструкция переворачивается.\r\n16. Не вынимая булочки из формочек, ставим их запекаться при 150С в течении 20-25 минут (вторая полка сверху и нагрев снизу). Те, кто хочет более ""зажаристые"" булочки - может по истечении времени вынуть булочки из формы и обмазать желтком и еще запечь 3-5 минут при нагреве только сверху.', 'Приятного аппетита!']"
https://www.povarenok.ru/recipes/show/181245/,"Салат ""Лужок""","{'Грудка куриная': '1/2 шт', 'Лук репчатый': '2 шт', 'Шампиньоны': '300 г', 'Огурец': '1 шт', 'Яйцо куриное': '2 шт', 'Чернослив': '200 г', 'Майонез': 'по вкусу', 'Укроп': '1 пуч.', 'Соль': 'по вкусу', 'Перец черный': 'по вкусу'}","['Куриную грудку нарезать кубиками.', 'Лук очистить и мелко покрошить.', 'Грибы очистить, ополоснуть и нарезать дольками.', 'Лук немного обжарить, затем добавить грибы и пережарить их вместе до готовности. Готовую массу выложить в глубокую миску и остудить. Посолить и поперчить по вкусу, добавить нарезанное куриное мясо, майонез и все перемешать.', 'Выложить эту смесь в салатник или глубокую миску и разровнять.', 'Чернослив нарезать кубиками или тонкой соломкой, выложить на слой с курицей, грибами и луком, разровнять.', 'Яйца натереть на крупной терке, выложить на слой чернослива, разровнять, сверху смазать майонезом.', 'Свежие огурцы нарезать соломкой или кубиками, отжать лишнюю влагу. Укроп мелко покрошить. Смешать огурцы и укроп, слегка присолить. Выложить огуречно-укропную смесь на яичный слой, разровнять.', 'Украсить салат по вкусу. Приятного аппетита!']"
https://www.povarenok.ru/recipes/show/181178/,Фунчоза с креветками и манго,"{'Креветки': '100 г', 'Фунчоза': '100 г', 'Огурец маринованный': '100 г', 'Сыр твердый': '70 г', 'Кунжут': '1 ст. л.', 'Манго': '1 шт', 'Масло кокосовое': '1 ст. л.', 'Перец болгарский': '2 шт', 'Соевый соус': '1.5 ст. л.', 'Чеснок': '2 зуб.', 'Петрушка': 'по вкусу', 'Перец черный': 'по вкусу'}","['1. Разогреть духовку до 150С.\r\n2. Оттаять и почистить креветки.\r\n3. Вымыть, почистить и нарезать соломкой перец.', '4. Креветки и перец запечь 10 мин при 150С (вторая полка сверху и нагрев только снизу).\r\n5. Обжарить кунжут на медленном огне без масла.\r\n6. Вымыть, почистить и нарезать соломкой манго.\r\n7. Вымыть, почистить и мелко покрошить чеснок.\r\n8. Вымыть и мелко покрошить петрушку.', '9. Замариновать креветки в соусе из кокосового масла, кунжута, соевого соуса, петрушки и чеснока в течении 30 минут или более.', '10. Нарезать сыр и огурцы соломкой.\r\n11. Сварить фунчозу согласно инструкции. Я варю 1 минуту и промываю холодной водой.', '12. Смешать все ингредиенты.\r\n13. Подавать в теплом виде (комнатной температуры тоже пойдет), так как после холодильника кокосовое масло застывает и будет не так вкусно.\n\r\nПриятного аппетита!']"
https://www.povarenok.ru/recipes/show/181262/,Пасха творожная заварная с цукатами,"{'Творог': '750 г', 'Масло сливочное': '350 г', 'Сахар коричневый': '100..150 г', 'Яйцо куриное': '2 шт', 'Молоко': '50 мл', 'Сметана': '150 г', 'Цукаты': '100 г', 'Ванилин': 'по вкусу'}","['Если вы не уверены, что ваш творог достаточно сухой, то заверните его в марлю, положите под гнет на 12-24 часа, чтобы удалить излишнюю влагу. Затем отожмите и протрите через сито. Лучше сделать это дважды, чтобы творог получился пушистый. Добавьте к творогу мелкий коричневый сахар (70-100 г), ванилин и каймак, перемешайте.', 'В другой емкости смешайте яйца с оставшимся сахаром, влейте молоко и поставьте на огонь, постоянно помешивая, доведите массу почти до кипения (85*С). Когда от кастрюльки начнет подниматься густой пар, снимите с огня.', 'Затем тонкой струйкой влейте в творожную массу, постоянно помешивая (я это делаю в планетарном миксере с насадкой ""крючки"").', 'Добавьте размягченное сливочное масло, перемешайте.', 'Затем всыпьте цукаты, хорошо перемешайте.', 'Полученную массу выложите в пасочницу, застеленную марлей. Накройте свисающими краями марли, поставьте сверху маленькую тарелочку с гнетом и уберите в холодильник минимум на 12 часов.', 'Готовую пасху аккуратно переверните на сервировочное блюдо, освободите от формы и подавайте к праздничному столу.']"
https://www.povarenok.ru/recipes/show/181274/,Утка по-пекински,"{'Утка': '2.5 кг', 'Соевый соус': '5 ст. л.', 'Мед': '4 ст. л.', 'Херес': '5 ст. л.', 'Масло кунжутное': '1 ст. л.', 'Имбирь': '1 ст. л.', 'Перец черный': '1/2 ст. л.', 'Соль': '1 ст. л.'}","['Промыть утку под проточной водой. С помощью острого ножа срезать верхние фаланги крыльев и лишний жир в области шеи и гузки.', 'Облить утку кипятком со всех сторон и обсушить.', 'Затем натереть утку хересом изнутри и снаружи и оставить на 10мин при комнатной температуре.', '*', 'Далее, натереть утку солью, насадить на бутылку и поставить на блюдо. Убрать на 12ч на холод. Собирающуюся на блюде под уткой жидкость слить несколько раз.', 'Обмазать утку 2ст. л. растопленного меда и убрать в холодильник еще на 12ч.', '*', 'Налить 1 стакан воды на противень, над которым будет запекаться утка, разогреть духовку до 190С, утку грудкой вверх уложить на решетку над противнем и всю конструкцию (противень, решетку и утку на ней) закрыть фольгой так, чтобы не было отверстий. Запекать в разогретой до 180С духовке 60 - 70мин.', '*', 'Соединить имбирь с кунжутным маслом, соевым соусом, перцем и перемешать.', '*', 'Достать утку из духовки, убрать фольгу и смазать ее со всех сторон имбирной смесью.', 'Конечности закрыть фольгой, чтобы не обгорали, выложить обратно на решетку и запекать еще 25мин.', 'Смешать соевый соус и 2ст. л. меда.', 'Достать утку из духовки и обмазать ее этой смесью, а затем запекать еще 10мин в режиме ""гриль"" до золотистой корочки.', '*', 'Приятного аппетита!']"
https://www.povarenok.ru/recipes/show/181202/,"Картошка, тушеная с мясом","{'Мясо': '500 г', 'Морковь': '2 шт', 'Перец болгарский': '2 шт', 'Лук репчатый': '1 шт', 'Чеснок': '2 зуб.', 'Картофель': '1.4 кг', 'Соль': 'по вкусу', 'Перец черный': 'по вкусу', 'Лист лавровый': '1 шт', 'Коренья': '1 ч. л.', 'Хмели-сунели': '1/2 ч. л.', 'Масло растительное': '100 мл', 'Вода': '700 мл'}","['Почистить овощи.', 'Морковь натереть на терке, лук нарезать небольшими кубиками, перец полукольцами, чеснок мелко покрошить.', 'Картофель нарезать средними кубиками.', 'Мясо хорошо промыть, нарезать кусочками, примерно 3х3 см. В казан налить часть масла, разогреть его, положить мясо, обжарить на сильном огне до золотистой корочки.', 'Добавить нарезанные овощи, также, не убавляя огонь, обжарить их до румяности, если масла в казане мало, добавить еще. Положить приправу, соль, перец, коренья, и, помешивая, потомить еще пару минут.', 'В казан с овощами выложить нарезанный картофель. Осторожно перемешивая все содержимое, налить воду, прикрыть крышкой и томить на среднем огне 20-30мин (можно чуть больше, на ваше усмотрение). Затем положить лавровый лист и варить еще 5мин. Казан выключить и оставить настояться на 10 - 15мин.', 'Приятного аппетита!']"
https://www.povarenok.ru/recipes/show/181176/,Овощной салат с орехами,"{'Свекла': '300 г', 'Капуста белокочанная': '300 г', 'Морковь': '700 г', 'Лук репчатый': '2 шт', 'Масло растительное': '4 ст. л.', 'Чеснок': '3 зуб.', 'Сахар': '1 ч. л.', 'Соль': '1 ч. л.', 'Перец красный жгучий': 'по вкусу', 'Перец черный': 'по вкусу', 'Кориандр': '1 ч. л.', 'Уксус яблочный': '1 ст. л.', 'Соевый соус': '1 ст. л.', 'Орехи грецкие': '3 ст. л.'}","['Свеклу натереть на корейской терке, засыпать сахаром, перемешать, отставить.', 'Морковь натереть на корейской терке, посыпать 0.5 ч. л. соли, перемешать. Отставит.', 'Капусту мелко нашинковать, добавить оставшуюся соль, слегка перетереть.\r\nВ одну глубокую посуду выложить вместе капусту, морковь (вместе с выделившимся соком) и свеклу, предварительно отжатую от сока. Сверху выложить мелко нарубленный чеснок, специи, полить соусом и уксусом. Не перемешивать.', 'В сковороде разогреть растительное масло и прожарить нарезанный полукольцами лук до золотистого цвета. И сразу же выложить вместе с маслом, в котором он жарился, на овощи с пряностями. Добавить рубленые орехи и перемешать. Накрыть крышкой. Дать настояться как минимум 1 час.', 'При подаче можно посыпать свежей зеленью по вкусу.']"
https://www.povarenok.ru/recipes/show/181211/,Постная пицца с авокадо,"{'Мука пшеничная': '200 г', 'Сахар': '1 ч. л.', 'Соль': 'по вкусу', 'Дрожжи': '1 ч. л.', 'Вода': '100 мл', 'Масло оливковое': '1 ст. л.', 'Соус': '1,5 ст. л.', 'Чеснок': '1 зуб.', 'Базилик': '1 ч. л.', 'Авокадо': '1 шт', 'Шампиньоны': '3 шт', 'Помидор': '1 шт', 'Лук красный': '0,25 шт', 'Оливки зеленые': '11 шт', 'Семечки тыквенные': '1 ст. л.'}","['Делаем быстрое дрожжевое тесто на воде. В чашу просеиваем муку, добавляем соль, сахар и быстродействующие дрожжи. Перемешиваем. Делаем углубление в центре и наливаем тёплую воду и масло обязательно оливковое. Силиконовой лопаточкой начинаем замешивать тесто. Когда жидкость возьмёт всю муку, начинаем работать руками, смазав их маслом. Скатываем тесто в шар, помещаем в посуду и накрываем полотенцем. Ставим в тёплое место. Я грею всегда для этого духовку до т-50 С. Тесто там быстро подойдёт. Пока стоит тесто в тепле. Готовим соус и начинку. Если у вас нет соуса для пиццы, то это не беда. Берём любой томатный соус, который есть в доме и добавляем в него сухой базилик и мелко рубленный чеснок. Соединяем. Берём именно соус, а не томатную пасту. Для начинки берём небольшое спелое авокадо, небольшой помидор и среднего размера шампиньоны. Шампиньоны чистим и нарезаем ""грибочками"". Помидор - полу-дольками, лук - перьями, оливки - кольцами.', 'Тесто подошло. Обминаем его хорошенько. Я буду выпекать пиццу на специальной форме для пиццы D-24 см. Она предназначена для домашней пиццы. Тесто обминаем и растягиваем по D формы. Я всегда растягиваю руками, формируя бортики. Количества теста ровно на форму этого размера. Вы можете раскатать скалкой по желанию, так проще. Тесто к рукам и скалке не пристаёт, в работе отличное. Выкладываем соус по центру. Размазываем соус равномерным слоем силиконовой лопаткой по всей поверхности. Вот теперь займёмся авокадо. Разрезаем авокадо пополам вдоль, вынимаем косточку и очищаем шкурку. Нарезаем тонкими дольками. Лучше использовать керамический нож, авокадо долго от него не окислится и не потемнеет. Выкладываем кусочки на соус. Включаем духовку на разогрев до т-250 С и выставляем время 15 минут. Духовка должна хорошо нагреться. Дальше продолжаем выкладывать начинку. Выкладываем дольки помидора, перья лука и шампиньоны. Шампиньоны немного присолим. Теперь раскладываем оливки. Поливаем верх оливковым маслом по всей поверхности. Ставим в духовку.', 'Пицца быстро будет готова. Уйдёт примерно минут 10. Конечно же ориентируйтесь по своей духовке. У меня духовой эл. шкаф на 18 л с элементами сверху и снизу, максимальная температура - 250 С. Мне этого времени хватает. Вынимаем пиццу из духовки и по желанию присыпаем верх тыквенными семечками. Можно кунжутом или семечками подсолнуха. Вот такая красавица.', 'Подаём, нарезав на куски.']"
https://www.povarenok.ru/recipes/show/181244/,Жареный картофель с овощным рагу,"{'Картофель': '2 шт', 'Чеснок': '4 зуб.', 'Тимьян': '2..3 веточ.', 'Сельдерей черешковый': '1 шт', 'Морковь': '1 шт', 'Помидор': '1 шт', 'Горошек зеленый': '50 г', 'Вино белое сухое': '50 мл', 'Томатная паста': '1 ч. л.', 'Масло растительное': '50 мл', 'Перец черный': 'по вкусу', 'Соль': 'по вкусу'}","['Картофель хорошо вымойте со щеткой, нарежьте кружочками, толщиной около 3-5 мм. Разогрейте половину растительного масла, очистите чеснок, разрежьте вдоль на 2 половинки и обжарьте 1-2 минуты до румяности. Выложите в миску.', 'В том же масле обжарьте картофель с двух сторон до румяной корочки (лучше выкладывайте в один слой), накройте крышкой, потушите до мягкости.', 'Выложите на подогретое блюдо, посолите, поперчите.', 'Нарежьте морковь и сельдерей маленькими кубиками.', 'В сковороду добавить оставшееся масло, выложите 2-3 веточки тимьяна, обжарьте 1-2 минуты, добавьте нарезанный сельдерей, продолжая обжаривать.', 'Через 2 минуты добавьте морковь, перемешайте, выньте веточки тимьяна.', 'Помидор очистите от кожицы, нарежьте кубиками, добавьте к остальным овощам, перемешайте.', 'Затем влейте томатную пасту, смешанную со столовой ложкой воды, перемешайте, тушите 3 минуты.', 'Затем влейте вино, увеличьте огонь, дайте выпариться спирту, посолите, поперчите.', 'Добавьте зеленый горошек (можно не размораживать). Перемешайте, тушите на среднем огне ещё 3-4 минуты.', 'Картофель разложите по тарелкам, сверху выложите овощное рагу, украсьте веточками тимьяна.', 'Подавайте к столу!']"
https://www.povarenok.ru/recipes/show/181197/,"Цветная капуста, запеченная с сыром","{'Капуста цветная': '1 кг', 'Майонез': '2 ст. л.', 'Сыр твердый': '300 г', 'Соль': '1 ст. л.', 'Масло подсолнечное': 'по вкусу'}","['Головку цветной капусты разобрать на соцветия равного размера. Соцветия хорошо промыть в воде.', 'В кастрюле вскипятить воду. В кипящую воду добавить соль и опустить туда соцветия цветной капусты на 5мин.', 'Затем откинуть капусту на дуршлаг и дать воде стечь.', 'Капусту положить в глубокую миску, добавить майонез и аккуратно перемешать.', 'Форму для запекания смазать маслом и равномерно разложить соцветия капусты.', 'Затем, сверху хорошо посыпать капусту тертым сыром.', 'Поставить в духовку на 15-20мин, заранее разогретую до t180C.', 'Приятного аппетита!']"
